ID,Gender,Age,Graduated,Profession,Spending_Score,Var_1,Segmentation
460281,Female,29,Yes,Doctor,Low,Cat_6,D
460164,Male,66,No,Engineer,Low,Cat_6,A
460431,Female,46,Yes,Engineer,Low,Cat_6,D
466901,Female,52,Yes,Artist,Average,Cat_7,C
463328,Female,23,No,Healthcare,Low,Cat_6,D
462246,Female,84,No,Lawyer,High,Cat_6,B
462371,Female,27,No,Healthcare,Low,Cat_2,D
462022,Female,37,Yes,Artist,Average,Cat_3,B
460662,Female,46,No,Homemaker,Low,Cat_6,D
464022,Female,22,No,Healthcare,Low,Cat_6,D
461819,Male,42,Yes,Artist,Average,Cat_6,C
465735,Female,35,Yes,Artist,Low,Cat_3,B
462804,Male,39,No,Executive,High,Cat_4,D
464138,Female,27,Yes,Healthcare,Low,Cat_6,B
464224,Male,65,No,Engineer,High,Cat_6,B
463289,Female,39,Yes,Artist,Average,Cat_3,C
463223,Female,22,No,Entertainment,Low,Cat_6,D
462038,Male,31,Yes,Artist,Low,Cat_6,A
463341,Female,48,No,Engineer,Average,Cat_3,A
463185,Female,58,Yes,Artist,Average,Cat_6,C
459258,Female,74,Yes,Lawyer,High,Cat_6,B
464379,Female,40,Yes,Engineer,Average,Cat_6,B
464521,Male,26,No,Doctor,Low,Cat_6,B
459575,Male,35,Yes,Artist,Low,Cat_6,A
467732,Female,43,Yes,Healthcare,Low,Cat_7,D
460003,Male,49,Yes,Doctor,Low,Cat_6,D
462226,Male,26,No,Artist,Low,Cat_4,A
461274,Female,74,Yes,Lawyer,High,Cat_6,A
462992,Female,56,Yes,Engineer,High,Cat_3,B
466675,Female,49,Yes,Artist,Average,Cat_6,C
461124,Male,19,No,Healthcare,Low,Cat_4,D
464638,Male,39,Yes,Artist,Low,Cat_4,B
462374,Male,37,Yes,Executive,High,Cat_6,B
463526,Male,41,Yes,Doctor,Low,Cat_6,A
462912,Female,26,Yes,Homemaker,Low,Cat_6,D
462604,Female,38,No,Doctor,Average,Cat_4,A
460708,Male,35,Yes,Artist,Low,Cat_6,C
467015,Male,49,Yes,Artist,Average,Cat_6,C
464745,Male,60,No,Engineer,Average,Cat_4,A
467245,Female,38,No,Doctor,Low,Cat_6,C
464798,Male,52,No,Entertainment,Average,Cat_4,B
463619,Male,70,No,Executive,High,Cat_6,A
467246,Male,21,No,Doctor,Low,Cat_7,D
462969,Male,58,Yes,Artist,Low,Cat_3,B
460959,Female,28,No,Artist,Low,Cat_3,C
461911,Male,57,No,Executive,Low,Cat_6,A
459882,Male,37,Yes,Artist,Average,Cat_6,B
459632,Female,52,No,Marketing,High,Cat_4,D
462613,Female,35,No,Engineer,Average,Cat_4,D
466455,Female,30,Yes,Doctor,Low,Cat_6,D
462394,Male,35,Yes,Artist,Average,Cat_6,C
462010,Female,31,Yes,Artist,Low,Cat_2,A
461371,Male,37,Yes,Doctor,Average,Cat_6,A
462376,Male,71,Yes,Executive,High,Cat_6,B
459845,Male,66,Yes,Healthcare,Low,Cat_4,D
462658,Female,25,Yes,Homemaker,Average,Cat_7,A
462583,Male,26,Yes,Artist,Low,Cat_4,D
459858,Female,31,No,Healthcare,Low,Cat_6,D
459091,Male,67,Yes,Artist,Average,Cat_1,B
467135,Female,51,Yes,Artist,Average,Cat_6,C
460413,Female,39,Yes,Artist,Low,Cat_6,B
466206,Female,60,Yes,Artist,Average,Cat_3,C
463192,Female,46,No,Entertainment,Average,Cat_4,A
467382,Male,36,Yes,Doctor,Average,Cat_6,C
466750,Female,18,No,Healthcare,Low,Cat_3,D
463801,Female,30,No,Engineer,Low,Cat_6,A
467296,Female,69,Yes,Artist,Average,Cat_3,C
460651,Male,32,No,Homemaker,Low,Cat_4,A
460296,Female,60,Yes,Artist,Low,Cat_6,A
463524,Female,40,Yes,Artist,Average,Cat_6,C
461775,Female,83,No,Lawyer,High,Cat_6,B
465711,Male,51,Yes,Artist,Average,Cat_6,C
462833,Male,33,No,Doctor,Average,Cat_6,D
465506,Male,43,Yes,Entertainment,Average,Cat_4,B
463366,Male,71,No,Lawyer,Low,Cat_3,D
464987,Male,50,Yes,Executive,High,Cat_6,B
459114,Male,57,Yes,Artist,Average,Cat_6,C
467928,Male,35,Yes,Artist,Average,Cat_6,C
462881,Female,66,Yes,Artist,High,Cat_6,B
466524,Female,46,Yes,Artist,Low,Cat_3,B
463191,Male,26,No,Healthcare,Low,Cat_4,D
460861,Male,21,No,Healthcare,Low,Cat_3,D
465610,Female,42,Yes,Artist,Low,Cat_6,C
460206,Female,40,Yes,Entertainment,Low,Cat_6,B
462876,Male,27,No,Doctor,Low,Cat_1,D
465333,Female,37,Yes,Artist,Low,Cat_7,C
463121,Female,70,No,Lawyer,High,Cat_6,A
460379,Male,35,Yes,Artist,Low,Cat_6,A
462991,Male,28,Yes,Healthcare,Low,Cat_6,D
460307,Male,27,No,Entertainment,Low,Cat_6,D
464383,Female,81,Yes,Lawyer,Low,Cat_6,C
467931,Male,25,Yes,Doctor,Low,Cat_6,D
466594,Male,72,Yes,Executive,High,Cat_6,C
461200,Female,33,Yes,Doctor,Low,Cat_6,C
465600,Male,40,Yes,Engineer,Low,Cat_3,B
459688,Male,52,Yes,Artist,Low,Cat_6,B
463549,Male,23,No,Healthcare,Low,Cat_6,D
466696,Female,48,Yes,Artist,Average,Cat_6,C
462906,Female,31,No,Healthcare,Low,Cat_6,D
461527,Female,35,Yes,Artist,Low,Cat_6,B
461354,Female,63,No,Entertainment,Low,Cat_2,B
462483,Male,63,Yes,Unemployed,Average,Cat_6,C
463938,Male,28,Yes,Engineer,Low,Cat_4,B
461661,Female,37,Yes,Artist,Average,Cat_2,C
463532,Female,67,Yes,Artist,Low,Cat_6,B
465627,Female,37,Yes,Healthcare,Low,Cat_6,B
465242,Male,22,No,Healthcare,Low,Cat_3,D
465170,Female,46,Yes,Entertainment,Low,Cat_6,C
467359,Male,41,Yes,Artist,Average,Cat_6,C
460415,Female,59,Yes,Entertainment,Low,Cat_6,A
465984,Male,23,No,Healthcare,High,Cat_6,D
459432,Male,84,Yes,Lawyer,Low,Cat_6,A
464241,Female,89,No,Artist,High,Cat_6,C
467141,Male,50,Yes,Artist,Low,Cat_6,A
466933,Female,52,No,Engineer,Low,Cat_4,A
465035,Female,74,Yes,Lawyer,High,Cat_6,C
461415,Male,48,Yes,Entertainment,Low,Cat_6,A
461957,Male,47,Yes,Entertainment,Average,Cat_6,C
465523,Female,45,Yes,Engineer,High,Cat_6,C
459631,Male,53,Yes,Executive,High,Cat_6,D
465279,Male,53,Yes,Healthcare,High,Cat_6,A
463782,Female,29,Yes,Artist,Low,Cat_6,A
463243,Male,19,No,Healthcare,Low,Cat_6,D
465489,Female,50,Yes,Engineer,Low,Cat_6,A
467100,Female,42,Yes,Artist,Low,Cat_2,B
460154,Male,29,Yes,Entertainment,Low,Cat_6,C
459753,Male,40,Yes,Marketing,Average,Cat_2,A
464030,Male,18,No,Entertainment,Low,Cat_6,D
463220,Male,46,No,Engineer,Average,Cat_6,B
465237,Male,68,Yes,Lawyer,High,Cat_6,D
467564,Male,72,Yes,Artist,Average,Cat_6,B
465113,Male,66,Yes,Lawyer,High,Cat_4,C
459516,Female,63,Yes,Artist,Average,Cat_6,C
465965,Female,41,No,Marketing,Low,Cat_6,A
460907,Male,82,No,Lawyer,High,Cat_6,A
467314,Male,43,No,Artist,Average,Cat_6,C
459951,Male,53,Yes,Artist,Low,Cat_6,A
467295,Male,29,No,Healthcare,Low,Cat_6,C
466212,Female,53,Yes,Artist,Average,Cat_6,C
463533,Female,87,Yes,Artist,High,Cat_2,C
467890,Male,62,Yes,Entertainment,Average,Cat_6,B
467541,Male,43,Yes,Artist,High,Cat_6,A
460183,Male,36,No,Entertainment,Low,Cat_6,D
463634,Female,30,Yes,Doctor,Low,Cat_6,A
463100,Female,37,No,Homemaker,Low,Cat_6,D
460550,Female,59,Yes,Artist,Average,Cat_3,C
465867,Female,35,Yes,Artist,High,Cat_6,B
462964,Male,39,No,Artist,Average,Cat_6,C
466685,Female,19,No,Healthcare,Low,Cat_6,D
460719,Female,75,Yes,Lawyer,Low,Cat_3,D
463005,Female,40,Yes,Homemaker,Average,Cat_4,B
466377,Male,62,Yes,Unemployed,Average,Cat_6,C
464796,Male,43,No,Marketing,High,Cat_4,A
460682,Male,43,No,Artist,Low,Cat_3,B
459744,Male,29,Yes,Artist,Average,Cat_6,B
460084,Female,27,Yes,Healthcare,Low,Cat_6,D
461119,Female,23,No,Healthcare,Low,Cat_3,D
463441,Male,42,Yes,Artist,High,Cat_6,C
466971,Male,65,Yes,Executive,Low,Cat_6,D
463208,Male,57,Yes,Executive,Average,Cat_6,C
467877,Female,46,Yes,Artist,Average,Cat_6,C
464471,Male,30,Yes,Doctor,Low,Cat_6,D
467360,Male,51,Yes,Artist,Average,Cat_6,B
461576,Male,39,Yes,Artist,Low,Cat_4,C
461966,Female,41,Yes,Artist,Low,Cat_6,C
463398,Male,29,No,Marketing,Low,Cat_3,C
466096,Male,76,Yes,Lawyer,Low,Cat_4,B
464433,Male,33,Yes,Artist,Low,Cat_2,A
461082,Male,23,No,Healthcare,Low,Cat_1,D
465942,Female,33,Yes,Marketing,High,Cat_6,D
464354,Female,43,Yes,Engineer,Low,Cat_4,A
464252,Male,35,Yes,Artist,Average,Cat_6,C
463463,Male,32,No,Doctor,Low,Cat_6,A
465592,Male,65,Yes,Entertainment,Low,Cat_6,B
462214,Male,49,No,Doctor,Low,Cat_4,D
466707,Female,48,Yes,Homemaker,Low,Cat_6,B
459956,Female,39,Yes,Healthcare,Average,Cat_6,D
460847,Male,27,Yes,Artist,Low,Cat_6,A
463222,Female,36,Yes,Healthcare,Low,Cat_6,A
462816,Male,76,No,Entertainment,Low,Cat_6,D
461979,Male,35,Yes,Artist,Average,Cat_6,C
467170,Male,35,Yes,Artist,Low,Cat_7,A
462609,Female,48,No,Doctor,Low,Cat_4,D
466332,Male,23,No,Healthcare,Low,Cat_2,D
459594,Female,42,Yes,Artist,Low,Cat_6,A
464147,Male,41,Yes,Artist,High,Cat_6,C
463007,Male,29,No,Executive,High,Cat_6,D
464119,Male,36,Yes,Artist,Average,Cat_6,C
463310,Male,60,Yes,Entertainment,Low,Cat_3,A
465706,Female,46,Yes,Artist,Average,Cat_6,C
459826,Female,31,No,Unemployed,Low,Cat_7,C
466174,Female,20,No,Healthcare,Low,Cat_2,D
463596,Female,31,No,Healthcare,Low,Cat_6,C
465455,Male,26,No,Doctor,Low,Cat_6,D
462867,Male,28,No,Artist,Low,Cat_6,A
459140,Female,18,No,Healthcare,Low,Cat_6,D
464295,Female,30,No,Healthcare,Low,Cat_4,C
460067,Female,39,Yes,Entertainment,Low,Cat_6,A
467222,Male,74,Yes,Entertainment,Average,Cat_6,A
461482,Female,52,Yes,Artist,Low,Cat_6,C
462514,Male,25,Yes,Healthcare,Low,Cat_4,D
459796,Male,66,Yes,Artist,Average,Cat_6,C
463722,Male,55,Yes,Executive,High,Cat_6,C
462278,Male,31,Yes,Healthcare,Low,Cat_6,C
463799,Female,41,Yes,Artist,Low,Cat_2,B
464259,Male,59,Yes,Artist,Average,Cat_6,B
467159,Female,39,Yes,Homemaker,High,Cat_6,D
460669,Male,48,Yes,Executive,Low,Cat_1,B
462003,Male,79,No,Lawyer,Low,Cat_6,D
461216,Female,43,No,Unemployed,Low,Cat_6,A
464298,Male,26,No,Doctor,Low,Cat_6,A
465039,Female,88,No,Lawyer,High,Cat_6,B
467973,Female,66,Yes,Engineer,Average,Cat_6,A
467731,Male,56,Yes,Artist,Average,Cat_6,C
461721,Male,26,Yes,Entertainment,Low,Cat_5,D
463166,Female,41,Yes,Artist,Low,Cat_4,A
465944,Female,36,No,Engineer,High,Cat_7,A
461061,Female,38,Yes,Engineer,Low,Cat_2,B
463010,Male,81,No,Executive,Low,Cat_6,D
464756,Female,25,No,Engineer,Low,Cat_4,B
467366,Male,42,Yes,Artist,Low,Cat_4,A
464006,Male,32,No,Healthcare,Low,Cat_6,B
461206,Male,28,Yes,Healthcare,Low,Cat_6,D
466216,Male,29,No,Entertainment,Low,Cat_4,A
463690,Female,28,No,Healthcare,Low,Cat_6,D
465929,Male,26,Yes,Healthcare,Low,Cat_6,D
461736,Male,47,Yes,Entertainment,Average,Cat_6,C
460402,Female,50,Yes,Doctor,Low,Cat_7,A
467367,Male,70,Yes,Lawyer,Low,Cat_6,B
464770,Female,38,No,Engineer,Low,Cat_4,A
464918,Male,39,No,Artist,Low,Cat_4,D
461639,Male,60,Yes,Artist,Average,Cat_6,A
464254,Male,63,Yes,Entertainment,Average,Cat_6,C
462579,Female,68,No,Lawyer,Low,Cat_4,B
466976,Male,47,Yes,Artist,Low,Cat_6,B
467079,Male,40,Yes,Artist,Low,Cat_6,B
467724,Male,46,No,Artist,High,Cat_6,B
459792,Male,42,Yes,Artist,Low,Cat_6,A
464789,Female,48,Yes,Artist,Average,Cat_4,B
467143,Female,53,No,Lawyer,Low,Cat_6,D
464370,Male,65,Yes,Entertainment,Average,Cat_6,B
459415,Male,26,No,Doctor,Low,Cat_6,A
459387,Male,35,Yes,Doctor,Low,Cat_6,D
467895,Female,27,Yes,Healthcare,Low,Cat_6,C
459838,Female,86,No,Lawyer,High,Cat_6,C
463695,Female,30,Yes,Doctor,Low,Cat_2,A
464512,Male,43,No,Executive,Low,Cat_6,A
467419,Female,38,Yes,Artist,Low,Cat_6,B
462511,Female,66,Yes,Lawyer,High,Cat_6,C
464124,Female,74,Yes,Doctor,Low,Cat_6,B
459638,Male,25,Yes,Healthcare,Low,Cat_6,D
466194,Male,89,No,Lawyer,Low,Cat_6,A
461807,Male,30,Yes,Doctor,Low,Cat_6,D
460456,Male,33,No,Executive,High,Cat_3,D
462932,Female,37,Yes,Homemaker,High,Cat_6,A
461297,Male,69,No,Lawyer,High,Cat_6,C
464430,Female,51,Yes,Engineer,Average,Cat_6,C
459416,Male,19,No,Artist,Low,Cat_6,A
464743,Male,45,Yes,Entertainment,Average,Cat_4,B
466276,Female,32,No,Doctor,Low,Cat_4,D
467829,Female,22,No,Doctor,Low,Cat_2,D
463813,Female,26,No,Engineer,Low,Cat_6,A
461733,Female,43,Yes,Artist,High,Cat_6,B
466925,Male,19,No,Healthcare,Low,Cat_6,D
467846,Male,48,Yes,Artist,Average,Cat_6,C
459596,Female,61,Yes,Doctor,Average,Cat_6,B
460597,Female,20,No,Marketing,Low,Cat_3,D
467788,Male,22,No,Healthcare,Low,Cat_6,D
467966,Female,31,Yes,Entertainment,Low,Cat_7,D
464503,Male,25,Yes,Artist,Low,Cat_6,A
460242,Male,41,Yes,Healthcare,Low,Cat_6,C
467014,Male,36,Yes,Executive,High,Cat_6,C
466637,Male,48,Yes,Artist,High,Cat_2,C
462553,Male,27,No,Artist,Low,Cat_6,B
459287,Male,35,Yes,Lawyer,Low,Cat_4,D
464074,Female,39,Yes,Doctor,Average,Cat_6,C
463734,Male,38,No,Executive,Average,Cat_6,A
466575,Female,57,Yes,Artist,Average,Cat_6,C
459193,Male,38,Yes,Artist,Low,Cat_6,A
462143,Male,80,No,Artist,Low,Cat_6,A
467700,Male,57,Yes,Entertainment,Average,Cat_6,C
467140,Male,61,Yes,Entertainment,Average,Cat_6,C
463356,Male,29,Yes,Healthcare,Low,Cat_2,D
466797,Female,23,No,Healthcare,Low,Cat_6,D
459234,Female,83,No,Lawyer,Low,Cat_6,D
460442,Male,37,Yes,Entertainment,Average,Cat_6,B
463901,Male,35,No,Artist,Low,Cat_4,C
465494,Male,41,Yes,Doctor,Average,Cat_6,B
461552,Female,38,Yes,Artist,Average,Cat_6,B
459239,Male,81,No,Entertainment,Low,Cat_6,A
466379,Female,58,Yes,Homemaker,Low,Cat_6,C
464759,Female,38,No,Engineer,Low,Cat_4,A
461994,Male,18,No,Doctor,Low,Cat_6,D
461802,Male,37,Yes,Artist,Low,Cat_6,B
462527,Male,43,No,Artist,Average,Cat_6,C
461800,Female,36,Yes,Doctor,Low,Cat_2,B
460933,Female,76,Yes,Lawyer,High,Cat_6,A
460189,Male,33,No,Entertainment,Low,Cat_6,D
459031,Male,43,No,Executive,High,Cat_4,B
464673,Male,47,No,Executive,High,Cat_2,D
459101,Male,81,No,Lawyer,Low,Cat_6,B
460136,Male,27,Yes,Artist,Low,Cat_6,D
460973,Male,29,No,Entertainment,Low,Cat_6,D
460187,Female,38,Yes,Doctor,Low,Cat_6,A
460679,Female,19,No,Healthcare,Low,Cat_3,D
459700,Male,37,Yes,Executive,Average,Cat_6,B
464787,Male,47,No,Entertainment,Low,Cat_4,A
467201,Female,33,Yes,Engineer,Low,Cat_7,D
462614,Male,51,No,Entertainment,Average,Cat_4,D
460813,Female,86,No,Lawyer,High,Cat_6,A
462698,Female,56,Yes,Entertainment,Average,Cat_6,A
463344,Male,59,Yes,Artist,Average,Cat_6,B
463633,Male,33,Yes,Doctor,Average,Cat_6,B
466278,Female,31,No,Unemployed,Low,Cat_3,A
464964,Female,71,No,Artist,High,Cat_4,B
462317,Female,32,No,Entertainment,Low,Cat_4,D
467353,Male,26,No,Artist,Low,Cat_6,A
464169,Male,89,No,Lawyer,High,Cat_6,D
464553,Male,70,Yes,Artist,Low,Cat_6,B
463518,Male,30,No,Executive,High,Cat_6,A
459711,Male,37,No,Executive,High,Cat_6,D
460788,Female,30,Yes,Doctor,Low,Cat_4,A
459392,Female,23,No,Doctor,Low,Cat_6,C
467887,Female,42,Yes,Artist,Low,Cat_1,B
467743,Male,48,No,Executive,High,Cat_1,B
460368,Male,28,Yes,Healthcare,Low,Cat_6,C
463126,Female,65,Yes,Artist,Average,Cat_6,C
467046,Female,28,No,Doctor,Low,Cat_3,A
463099,Male,85,Yes,Lawyer,Low,Cat_6,B
462439,Male,18,No,Healthcare,Low,Cat_6,D
464182,Male,35,Yes,Artist,Average,Cat_2,C
464810,Female,27,No,Engineer,Low,Cat_4,A
464234,Male,68,Yes,Entertainment,Low,Cat_2,A
464683,Male,52,No,Engineer,Average,Cat_4,B
463349,Male,20,No,Healthcare,Low,Cat_2,D
465866,Male,35,Yes,Artist,Low,Cat_6,D
465261,Female,21,Yes,Healthcare,Low,Cat_1,D
459780,Female,42,No,Entertainment,Low,Cat_6,A
462031,Female,50,Yes,Artist,Average,Cat_6,C
464933,Male,25,No,Unemployed,Low,Cat_4,D
463941,Female,32,No,Artist,Low,Cat_4,D
466842,Male,19,No,Healthcare,Low,Cat_2,D
459014,Male,22,No,Healthcare,Low,Cat_6,D
462420,Male,27,Yes,Healthcare,Low,Cat_6,C
465250,Male,22,No,Healthcare,Low,Cat_4,D
466513,Female,55,Yes,Artist,Average,Cat_6,B
461791,Female,22,No,Lawyer,Low,Cat_6,D
467160,Male,40,No,Unemployed,Average,Cat_3,A
464586,Female,46,Yes,Artist,Low,Cat_3,B
461391,Male,65,Yes,Entertainment,Low,Cat_6,C
466658,Female,18,No,Healthcare,Low,Cat_6,D
459728,Female,53,Yes,Artist,Average,Cat_6,C
464618,Male,35,Yes,Artist,Low,Cat_6,B
462219,Male,59,No,Executive,Low,Cat_4,B
467553,Female,32,Yes,Healthcare,Low,Cat_6,D
459655,Male,39,Yes,Artist,Average,Cat_6,B
462182,Male,88,No,Artist,Low,Cat_6,D
459119,Male,61,Yes,Executive,High,Cat_6,C
460721,Male,21,No,Healthcare,Low,Cat_6,D
459517,Male,31,Yes,Healthcare,Low,Cat_6,D
461441,Male,58,Yes,Artist,Average,Cat_6,C
465390,Female,27,Yes,Marketing,Low,Cat_6,D
466160,Female,51,Yes,Engineer,Average,Cat_6,C
463842,Female,48,Yes,Engineer,High,Cat_6,B
465902,Male,25,Yes,Executive,Low,Cat_6,D
467034,Male,89,No,Executive,High,Cat_6,A
466247,Female,51,Yes,Artist,Low,Cat_2,C
465747,Female,40,Yes,Artist,Low,Cat_6,C
464203,Male,56,Yes,Artist,Low,Cat_6,B
462373,Male,36,Yes,Entertainment,High,Cat_6,B
465364,Female,38,Yes,Doctor,Low,Cat_2,A
464280,Male,47,Yes,Entertainment,Low,Cat_6,C
460993,Male,61,Yes,Artist,Average,Cat_6,C
464227,Male,89,Yes,Lawyer,High,Cat_6,C
461141,Male,55,No,Homemaker,Low,Cat_3,A
465297,Male,88,No,Unemployed,High,Cat_6,A
467282,Female,43,Yes,Artist,Average,Cat_6,A
459790,Male,28,No,Doctor,Low,Cat_6,C
464670,Male,42,No,Entertainment,Average,Cat_4,B
462093,Male,33,Yes,Artist,Low,Cat_4,D
459398,Female,60,No,Lawyer,High,Cat_6,C
461136,Male,59,Yes,Artist,Low,Cat_6,B
461379,Male,31,Yes,Healthcare,Low,Cat_5,D
461956,Female,31,Yes,Artist,Low,Cat_6,A
460283,Male,43,Yes,Doctor,Low,Cat_6,A
460337,Female,42,Yes,Marketing,Low,Cat_6,D
463275,Male,29,No,Entertainment,Average,Cat_3,D
461234,Female,53,Yes,Artist,Low,Cat_4,A
466861,Female,21,No,Healthcare,Low,Cat_2,D
463177,Male,41,Yes,Entertainment,Low,Cat_1,D
461874,Male,48,Yes,Doctor,Average,Cat_3,A
462506,Male,31,No,Healthcare,Low,Cat_6,C
466868,Male,26,Yes,Doctor,Low,Cat_2,A
461253,Female,18,No,Healthcare,Low,Cat_4,D
460466,Female,19,No,Healthcare,Low,Cat_6,D
461830,Male,42,Yes,Executive,High,Cat_6,C
464748,Female,52,No,Engineer,Average,Cat_4,B
461904,Female,50,Yes,Artist,Average,Cat_5,C
466737,Male,33,No,Entertainment,Low,Cat_6,D
459153,Female,75,Yes,Unemployed,High,Cat_6,B
467562,Male,71,Yes,Executive,High,Cat_6,A
465168,Female,59,No,Entertainment,Average,Cat_6,B
459162,Female,85,Yes,Lawyer,High,Cat_6,A
462831,Male,29,No,Executive,High,Cat_6,D
465576,Male,43,No,Executive,Average,Cat_4,A
464474,Female,52,Yes,Artist,Low,Cat_6,A
460566,Male,36,Yes,Homemaker,Average,Cat_3,C
465169,Female,59,Yes,Doctor,Low,Cat_6,B
460235,Female,23,No,Healthcare,Low,Cat_6,D
462580,Female,39,Yes,Artist,Low,Cat_4,B
467313,Male,39,Yes,Entertainment,Average,Cat_6,B
460400,Female,46,Yes,Entertainment,Low,Cat_6,A
463406,Male,33,No,Marketing,Low,Cat_3,C
459135,Male,53,Yes,Executive,High,Cat_6,C
465862,Female,50,Yes,Artist,Average,Cat_6,A
462972,Female,62,Yes,Artist,Low,Cat_6,B
466284,Male,46,Yes,Artist,Average,Cat_2,C
464410,Male,40,Yes,Artist,Average,Cat_6,C
466005,Male,62,Yes,Entertainment,Low,Cat_2,C
460821,Female,31,Yes,Healthcare,Low,Cat_4,D
459206,Female,25,No,Artist,Low,Cat_6,C
467571,Male,23,No,Marketing,Low,Cat_7,C
461156,Male,22,No,Marketing,Low,Cat_3,D
465515,Female,47,Yes,Artist,High,Cat_6,B
460883,Male,68,Yes,Artist,High,Cat_6,B
465380,Male,25,No,Entertainment,Low,Cat_6,D
467435,Female,30,No,Artist,Low,Cat_6,C
461218,Male,27,No,Executive,Low,Cat_6,D
467186,Male,38,Yes,Entertainment,Average,Cat_3,B
459827,Female,33,No,Unemployed,Low,Cat_7,C
461859,Female,46,No,Artist,Low,Cat_6,C
467821,Female,37,Yes,Artist,Low,Cat_6,C
462525,Female,41,Yes,Artist,Average,Cat_6,C
462787,Female,29,No,Artist,Low,Cat_3,A
459055,Female,19,No,Entertainment,Low,Cat_6,D
462605,Male,82,No,Executive,High,Cat_4,D
461252,Female,48,Yes,Doctor,Low,Cat_3,D
464340,Male,67,Yes,Artist,High,Cat_6,B
461872,Female,77,Yes,Lawyer,High,Cat_6,B
459746,Male,56,Yes,Artist,Average,Cat_6,B
466274,Male,69,Yes,Executive,Low,Cat_6,A
467499,Male,40,Yes,Artist,Low,Cat_6,C
467423,Male,61,Yes,Artist,Low,Cat_6,B
463865,Male,46,Yes,Artist,Average,Cat_6,B
467504,Female,31,No,Doctor,Low,Cat_6,D
458984,Male,39,Yes,Artist,Average,Cat_6,C
459142,Female,89,Yes,Artist,High,Cat_6,C
462993,Male,30,No,Artist,Average,Cat_6,B
467947,Female,59,Yes,Artist,Average,Cat_6,C
466389,Female,47,Yes,Engineer,Average,Cat_6,A
460632,Female,22,No,Healthcare,Low,Cat_3,D
465626,Female,42,Yes,Artist,Low,Cat_6,C
461768,Male,69,Yes,Artist,High,Cat_6,C
462242,Female,30,Yes,Entertainment,Low,Cat_1,D
466949,Male,39,No,Executive,High,Cat_6,B
465479,Male,27,No,Artist,Low,Cat_4,D
464845,Male,30,No,Engineer,Average,Cat_4,A
465066,Male,47,Yes,Executive,High,Cat_6,C
466817,Female,81,No,Lawyer,High,Cat_6,B
466436,Male,42,No,Doctor,Average,Cat_6,B
467974,Female,43,Yes,Artist,Low,Cat_4,B
460341,Female,31,No,Entertainment,Low,Cat_7,D
467463,Female,39,Yes,Artist,Average,Cat_6,B
466235,Female,57,Yes,Artist,Average,Cat_4,C
459371,Male,35,Yes,Unemployed,Low,Cat_6,A
460233,Male,43,Yes,Doctor,Low,Cat_6,D
466094,Female,31,No,Healthcare,Low,Cat_6,B
461451,Female,28,Yes,Engineer,Low,Cat_2,A
460473,Male,58,Yes,Artist,Average,Cat_4,B
461786,Male,71,Yes,Lawyer,High,Cat_6,C
466745,Female,36,Yes,Homemaker,Average,Cat_6,B
460124,Female,43,Yes,Artist,Low,Cat_6,A
459910,Male,69,Yes,Artist,Low,Cat_6,B
464082,Male,77,Yes,Lawyer,Low,Cat_6,A
461487,Male,50,Yes,Artist,Average,Cat_6,C
465188,Female,50,Yes,Artist,Average,Cat_6,B
467255,Female,40,Yes,Healthcare,Low,Cat_6,D
466993,Female,43,Yes,Engineer,Average,Cat_6,C
467151,Male,37,No,Entertainment,Low,Cat_6,D
467480,Male,35,Yes,Artist,Average,Cat_6,D
464403,Female,65,Yes,Lawyer,High,Cat_6,C
461518,Female,46,Yes,Artist,Average,Cat_3,B
464848,Male,35,No,Entertainment,Average,Cat_4,B
460715,Female,86,No,Lawyer,High,Cat_6,A
466963,Male,63,No,Entertainment,Low,Cat_6,A
466508,Female,40,Yes,Artist,Average,Cat_6,B
460125,Female,55,Yes,Artist,Low,Cat_6,B
462325,Male,37,Yes,Healthcare,Low,Cat_4,B
461537,Male,31,Yes,Artist,Low,Cat_6,B
461679,Male,28,Yes,Healthcare,Low,Cat_6,D
463559,Female,48,Yes,Engineer,High,Cat_6,B
464330,Male,38,Yes,Artist,Low,Cat_6,A
467018,Male,57,Yes,Artist,Average,Cat_6,C
463160,Female,48,No,Entertainment,Low,Cat_6,B
467736,Female,79,Yes,Lawyer,High,Cat_6,B
466104,Male,81,Yes,Lawyer,Low,Cat_6,B
467825,Female,21,No,Marketing,Low,Cat_6,C
466599,Female,33,Yes,Healthcare,Low,Cat_6,C
466724,Male,38,Yes,Artist,Low,Cat_6,B
463062,Female,37,Yes,Artist,Average,Cat_6,B
467881,Female,33,Yes,Artist,Low,Cat_7,A
462578,Male,38,Yes,Artist,Average,Cat_4,B
459177,Female,39,Yes,Artist,Average,Cat_6,A
459232,Female,59,Yes,Artist,High,Cat_6,C
459302,Female,57,Yes,Artist,Average,Cat_2,C
467019,Male,80,Yes,Lawyer,Low,Cat_6,C
462122,Male,42,No,Entertainment,Low,Cat_6,B
459776,Male,75,Yes,Lawyer,Low,Cat_6,D
466074,Female,29,No,Engineer,Low,Cat_4,A
461528,Female,33,Yes,Engineer,Low,Cat_6,A
464375,Female,63,Yes,Artist,Low,Cat_6,B
460138,Male,33,Yes,Entertainment,Low,Cat_6,D
460232,Male,22,No,Healthcare,Low,Cat_6,D
464444,Male,36,Yes,Artist,Average,Cat_6,C
467783,Female,53,Yes,Artist,Average,Cat_6,C
